,ID,year,month,day,hour,mins,waveperiod,wavedirection,waveheight,Lat,Lon,WindDir,windspeed,pressure,WindDir_L,possibility,datetime,hurrthreat
0,42060.0,2010.0,12.0,31.0,23.0,50.0,5.22,999.0,2.21,16.387,-63.35,43.0,9.1,1015.2,NE,0.0,2010-12-31 23:50:00,0
1,42060.0,2011.0,1.0,1.0,0.0,50.0,5.27,999.0,2.08,16.387,-63.35,39.0,9.7,1015.6,NE,0.0,2011-01-01 00:50:00,0
2,42060.0,2011.0,1.0,1.0,1.0,50.0,5.25,999.0,2.19,16.387,-63.35,42.0,10.0,1015.8,NE,0.0,2011-01-01 01:50:00,0
3,42060.0,2011.0,1.0,1.0,2.0,50.0,5.33,999.0,2.14,16.387,-63.35,48.0,7.7,1015.6,NE,0.0,2011-01-01 02:50:00,0
4,42060.0,2011.0,1.0,1.0,3.0,50.0,5.28,999.0,1.96,16.387,-63.35,43.0,8.3,1015.3,NE,0.0,2011-01-01 03:50:00,0
5,42060.0,2011.0,1.0,1.0,4.0,50.0,5.32,999.0,1.85,16.387,-63.35,44.0,8.4,1015.0,NE,0.0,2011-01-01 04:50:00,0
6,42060.0,2011.0,1.0,1.0,5.0,50.0,5.27,999.0,1.97,16.387,-63.35,41.0,7.8,1014.6,NE,0.0,2011-01-01 05:50:00,0
7,42060.0,2011.0,1.0,1.0,6.0,50.0,5.32,999.0,1.94,16.387,-63.35,39.0,9.0,1013.8,NE,0.0,2011-01-01 06:50:00,0
8,42060.0,2011.0,1.0,1.0,7.0,50.0,5.25,999.0,1.91,16.387,-63.35,43.0,8.2,1013.6,NE,0.0,2011-01-01 07:50:00,0
9,42060.0,2011.0,1.0,1.0,8.0,50.0,5.18,999.0,1.89,16.387,-63.35,47.0,8.6,1013.8,NE,0.0,2011-01-01 08:50:00,0
10,42060.0,2011.0,1.0,1.0,9.0,50.0,5.17,999.0,1.97,16.387,-63.35,50.0,8.7,1014.1,NE,0.0,2011-01-01 09:50:00,0
11,42060.0,2011.0,1.0,1.0,10.0,50.0,5.26,999.0,2.21,16.387,-63.35,48.0,10.3,1014.2,NE,0.0,2011-01-01 10:50:00,0
12,42060.0,2011.0,1.0,1.0,11.0,50.0,5.39,999.0,2.12,16.387,-63.35,54.0,8.8,1014.8,NE,0.0,2011-01-01 11:50:00,0
13,42060.0,2011.0,1.0,1.0,12.0,50.0,5.29,999.0,2.07,16.387,-63.35,52.0,9.5,1015.5,NE,0.0,2011-01-01 12:50:00,0
14,42060.0,2011.0,1.0,1.0,13.0,50.0,5.44,999.0,2.21,16.387,-63.35,55.0,8.7,1015.9,NE,0.0,2011-01-01 13:50:00,0
15,42060.0,2011.0,1.0,1.0,14.0,50.0,5.31,999.0,2.07,16.387,-63.35,57.0,8.7,1015.6,NE,0.0,2011-01-01 14:50:00,0
16,42060.0,2011.0,1.0,1.0,15.0,50.0,5.34,999.0,2.08,16.387,-63.35,55.0,8.2,1014.8,NE,0.0,2011-01-01 15:50:00,0
17,42060.0,2011.0,1.0,1.0,16.0,50.0,5.38,999.0,1.92,16.387,-63.35,50.0,8.3,1013.9,NE,0.0,2011-01-01 16:50:00,0
18,42060.0,2011.0,1.0,1.0,17.0,50.0,5.36,999.0,2.06,16.387,-63.35,64.0,9.4,1012.9,NE,0.0,2011-01-01 17:50:00,0
19,42060.0,2011.0,1.0,1.0,18.0,50.0,5.21,999.0,2.01,16.387,-63.35,54.0,8.9,1012.8,NE,0.0,2011-01-01 18:50:00,0
20,42060.0,2011.0,1.0,1.0,19.0,50.0,5.23,999.0,2.23,16.387,-63.35,56.0,9.1,1012.7,NE,0.0,2011-01-01 19:50:00,0
21,42060.0,2011.0,1.0,1.0,20.0,50.0,5.3,999.0,2.08,16.387,-63.35,53.0,9.1,1013.2,NE,0.0,2011-01-01 20:50:00,0
22,42060.0,2011.0,1.0,1.0,21.0,50.0,5.15,999.0,2.08,16.387,-63.35,55.0,9.3,1013.6,NE,0.0,2011-01-01 21:50:00,0
23,42060.0,2011.0,1.0,1.0,22.0,50.0,5.28,999.0,2.18,16.387,-63.35,52.0,9.9,1014.0,NE,0.0,2011-01-01 22:50:00,0
24,42060.0,2011.0,1.0,1.0,23.0,50.0,5.16,999.0,2.19,16.387,-63.35,53.0,9.5,1014.5,NE,0.0,2011-01-01 23:50:00,0
25,42060.0,2011.0,1.0,2.0,0.0,50.0,5.05,999.0,2.13,16.387,-63.35,49.0,9.7,1014.9,NE,0.0,2011-01-02 00:50:00,0
26,42060.0,2011.0,1.0,2.0,1.0,50.0,5.3,999.0,2.12,16.387,-63.35,60.0,9.4,1015.3,NE,0.0,2011-01-02 01:50:00,0
27,42060.0,2011.0,1.0,2.0,2.0,50.0,5.18,999.0,2.05,16.387,-63.35,52.0,9.4,1015.1,NE,0.0,2011-01-02 02:50:00,0
28,42060.0,2011.0,1.0,2.0,3.0,50.0,5.27,999.0,1.99,16.387,-63.35,52.0,9.4,1014.5,NE,0.0,2011-01-02 03:50:00,0
29,42060.0,2011.0,1.0,2.0,4.0,50.0,5.23,999.0,2.14,16.387,-63.35,49.0,8.7,1014.2,NE,0.0,2011-01-02 04:50:00,0
30,42060.0,2011.0,1.0,2.0,5.0,50.0,5.36,999.0,2.01,16.387,-63.35,60.0,8.8,1013.7,NE,0.0,2011-01-02 05:50:00,0
31,42060.0,2011.0,1.0,2.0,6.0,50.0,5.23,999.0,2.04,16.387,-63.35,60.0,8.7,1013.1,NE,0.0,2011-01-02 06:50:00,0
32,42060.0,2011.0,1.0,2.0,7.0,50.0,5.61,999.0,2.22,16.387,-63.35,53.0,8.8,1012.8,NE,0.0,2011-01-02 07:50:00,0
33,42060.0,2011.0,1.0,2.0,8.0,50.0,5.58,999.0,2.31,16.387,-63.35,56.0,9.1,1013.0,NE,0.0,2011-01-02 08:50:00,0
34,42060.0,2011.0,1.0,2.0,9.0,50.0,5.41,999.0,2.2,16.387,-63.35,51.0,8.9,1013.5,NE,0.0,2011-01-02 09:50:00,0
35,42060.0,2011.0,1.0,2.0,10.0,50.0,5.43,999.0,2.18,16.387,-63.35,58.0,8.4,1013.9,NE,0.0,2011-01-02 10:50:00,0
36,42060.0,2011.0,1.0,2.0,11.0,50.0,5.49,999.0,2.07,16.387,-63.35,55.0,7.9,1014.7,NE,0.0,2011-01-02 11:50:00,0
37,42060.0,2011.0,1.0,2.0,12.0,50.0,5.56,999.0,2.14,16.387,-63.35,58.0,7.9,1015.2,NE,0.0,2011-01-02 12:50:00,0
38,42060.0,2011.0,1.0,2.0,13.0,50.0,5.41,999.0,2.12,16.387,-63.35,79.0,9.6,1015.7,E,0.0,2011-01-02 13:50:00,0
39,42060.0,2011.0,1.0,2.0,14.0,50.0,5.63,999.0,2.08,16.387,-63.35,71.0,8.3,1015.4,E,0.0,2011-01-02 14:50:00,0
40,42060.0,2011.0,1.0,2.0,15.0,50.0,5.4,999.0,2.12,16.387,-63.35,67.0,11.2,1014.8,NE,0.0,2011-01-02 15:50:00,0
41,42060.0,2011.0,1.0,2.0,16.0,50.0,5.35,999.0,2.26,16.387,-63.35,70.0,12.1,1013.9,E,0.0,2011-01-02 16:50:00,0
42,42060.0,2011.0,1.0,2.0,17.0,50.0,5.34,999.0,2.24,16.387,-63.35,94.0,8.0,1013.0,E,0.0,2011-01-02 17:50:00,0
43,42060.0,2011.0,1.0,2.0,18.0,50.0,5.34,999.0,2.18,16.387,-63.35,57.0,9.4,1012.2,NE,0.0,2011-01-02 18:50:00,0
44,42060.0,2011.0,1.0,2.0,19.0,50.0,5.38,999.0,2.2,16.387,-63.35,64.0,10.5,1011.9,NE,0.0,2011-01-02 19:50:00,0
45,42060.0,2011.0,1.0,2.0,20.0,50.0,5.43,999.0,2.53,16.387,-63.35,65.0,10.9,1012.1,NE,0.0,2011-01-02 20:50:00,0
46,42060.0,2011.0,1.0,2.0,21.0,50.0,5.24,999.0,2.43,16.387,-63.35,56.0,10.8,1012.4,NE,0.0,2011-01-02 21:50:00,0
47,42060.0,2011.0,1.0,2.0,22.0,50.0,5.54,999.0,2.63,16.387,-63.35,52.0,11.4,1012.7,NE,0.0,2011-01-02 22:50:00,0
48,42060.0,2011.0,1.0,2.0,23.0,50.0,5.48,999.0,2.72,16.387,-63.35,54.0,11.2,1013.3,NE,0.0,2011-01-02 23:50:00,0
49,42060.0,2011.0,1.0,3.0,0.0,50.0,5.32,999.0,2.57,16.387,-63.35,56.0,11.3,1013.8,NE,0.0,2011-01-03 00:50:00,0
50,42060.0,2011.0,1.0,3.0,1.0,50.0,5.42,999.0,2.61,16.387,-63.35,51.0,10.9,1014.0,NE,0.0,2011-01-03 01:50:00,0
51,42060.0,2011.0,1.0,3.0,2.0,50.0,5.55,999.0,2.67,16.387,-63.35,51.0,10.3,1013.9,NE,0.0,2011-01-03 02:50:00,0
52,42060.0,2011.0,1.0,3.0,3.0,50.0,5.25,999.0,2.32,16.387,-63.35,56.0,10.3,1013.4,NE,0.0,2011-01-03 03:50:00,0
53,42060.0,2011.0,1.0,3.0,4.0,50.0,5.58,999.0,2.65,16.387,-63.35,52.0,10.9,1013.1,NE,0.0,2011-01-03 04:50:00,0
54,42060.0,2011.0,1.0,3.0,5.0,50.0,5.35,999.0,2.5,16.387,-63.35,50.0,11.4,1012.5,NE,0.0,2011-01-03 05:50:00,0
55,42060.0,2011.0,1.0,3.0,6.0,50.0,5.29,999.0,2.57,16.387,-63.35,51.0,12.1,1011.8,NE,0.0,2011-01-03 06:50:00,0
56,42060.0,2011.0,1.0,3.0,7.0,50.0,5.51,999.0,2.71,16.387,-63.35,53.0,10.9,1011.8,NE,0.0,2011-01-03 07:50:00,0
57,42060.0,2011.0,1.0,3.0,8.0,50.0,5.28,999.0,2.5,16.387,-63.35,50.0,10.5,1011.7,NE,0.0,2011-01-03 08:50:00,0
58,42060.0,2011.0,1.0,3.0,9.0,50.0,5.5,999.0,2.59,16.387,-63.35,55.0,10.6,1012.0,NE,0.0,2011-01-03 09:50:00,0
59,42060.0,2011.0,1.0,3.0,10.0,50.0,5.34,999.0,2.38,16.387,-63.35,51.0,10.8,1012.6,NE,0.0,2011-01-03 10:50:00,0
60,42060.0,2011.0,1.0,3.0,11.0,50.0,5.36,999.0,2.57,16.387,-63.35,54.0,10.9,1013.1,NE,0.0,2011-01-03 11:50:00,0
61,42060.0,2011.0,1.0,3.0,12.0,50.0,5.37,999.0,2.4,16.387,-63.35,33.0,10.5,1013.9,N,0.0,2011-01-03 12:50:00,0
62,42060.0,2011.0,1.0,3.0,13.0,50.0,5.34,999.0,2.4,16.387,-63.35,41.0,10.8,1014.4,NE,0.0,2011-01-03 13:50:00,0
63,42060.0,2011.0,1.0,3.0,14.0,50.0,5.41,999.0,2.48,16.387,-63.35,43.0,10.3,1014.3,NE,0.0,2011-01-03 14:50:00,0
64,42060.0,2011.0,1.0,3.0,15.0,50.0,5.49,999.0,2.53,16.387,-63.35,48.0,11.1,1013.7,NE,0.0,2011-01-03 15:50:00,0
65,42060.0,2011.0,1.0,3.0,16.0,50.0,5.44,999.0,2.57,16.387,-63.35,40.0,9.9,1013.1,NE,0.0,2011-01-03 16:50:00,0
66,42060.0,2011.0,1.0,3.0,17.0,50.0,5.24,999.0,2.42,16.387,-63.35,45.0,11.2,1012.3,NE,0.0,2011-01-03 17:50:00,0
67,42060.0,2011.0,1.0,3.0,18.0,50.0,5.36,999.0,2.51,16.387,-63.35,53.0,11.0,1011.8,NE,0.0,2011-01-03 18:50:00,0
68,42060.0,2011.0,1.0,3.0,19.0,50.0,5.27,999.0,2.52,16.387,-63.35,49.0,10.9,1011.8,NE,0.0,2011-01-03 19:50:00,0
69,42060.0,2011.0,1.0,3.0,20.0,50.0,5.23,999.0,2.35,16.387,-63.35,54.0,10.9,1012.0,NE,0.0,2011-01-03 20:50:00,0
70,42060.0,2011.0,1.0,3.0,21.0,50.0,5.39,999.0,2.51,16.387,-63.35,56.0,10.7,1012.3,NE,0.0,2011-01-03 21:50:00,0
71,42060.0,2011.0,1.0,3.0,22.0,50.0,5.31,999.0,2.39,16.387,-63.35,54.0,11.1,1012.4,NE,0.0,2011-01-03 22:50:00,0
72,42060.0,2011.0,1.0,3.0,23.0,50.0,5.28,999.0,2.51,16.387,-63.35,54.0,10.3,1013.0,NE,0.0,2011-01-03 23:50:00,0
73,42060.0,2011.0,1.0,4.0,0.0,50.0,5.26,999.0,2.41,16.387,-63.35,62.0,11.0,1013.4,NE,0.0,2011-01-04 00:50:00,0
74,42060.0,2011.0,1.0,4.0,1.0,50.0,5.17,999.0,2.31,16.387,-63.35,71.0,10.5,1014.2,E,0.0,2011-01-04 01:50:00,0
75,42060.0,2011.0,1.0,4.0,2.0,50.0,5.03,999.0,2.25,16.387,-63.35,61.0,10.5,1013.9,NE,0.0,2011-01-04 02:50:00,0
76,42060.0,2011.0,1.0,4.0,3.0,50.0,5.0,999.0,2.09,16.387,-63.35,74.0,10.5,1013.8,E,0.0,2011-01-04 03:50:00,0
77,42060.0,2011.0,1.0,4.0,4.0,50.0,5.14,999.0,2.11,16.387,-63.35,76.0,8.4,1013.7,E,0.0,2011-01-04 04:50:00,0
78,42060.0,2011.0,1.0,4.0,5.0,50.0,5.17,999.0,2.15,16.387,-63.35,63.0,8.0,1012.9,NE,0.0,2011-01-04 05:50:00,0
79,42060.0,2011.0,1.0,4.0,6.0,50.0,4.85,999.0,2.12,16.387,-63.35,50.0,11.1,1012.0,NE,0.0,2011-01-04 06:50:00,0
80,42060.0,2011.0,1.0,4.0,7.0,50.0,4.79,999.0,2.02,16.387,-63.35,49.0,11.6,1011.8,NE,0.0,2011-01-04 07:50:00,0
81,42060.0,2011.0,1.0,4.0,8.0,50.0,4.96,999.0,2.21,16.387,-63.35,48.0,12.3,1011.7,NE,0.0,2011-01-04 08:50:00,0
82,42060.0,2011.0,1.0,4.0,9.0,50.0,4.92,999.0,2.2,16.387,-63.35,52.0,12.6,1012.1,NE,0.0,2011-01-04 09:50:00,0
83,42060.0,2011.0,1.0,4.0,10.0,50.0,4.78,999.0,1.89,16.387,-63.35,71.0,9.8,1013.0,E,0.0,2011-01-04 10:50:00,0
84,42060.0,2011.0,1.0,4.0,11.0,50.0,4.9,999.0,2.05,16.387,-63.35,66.0,10.6,1013.5,NE,0.0,2011-01-04 11:50:00,0
85,42060.0,2011.0,1.0,4.0,12.0,50.0,4.75,999.0,1.99,16.387,-63.35,50.0,8.2,1015.2,NE,0.0,2011-01-04 12:50:00,0
86,42060.0,2011.0,1.0,4.0,13.0,50.0,4.88,999.0,1.73,16.387,-63.35,46.0,5.5,1015.2,NE,0.0,2011-01-04 13:50:00,0
87,42060.0,2011.0,1.0,4.0,14.0,50.0,4.91,999.0,1.99,16.387,-63.35,68.0,11.3,1014.8,NE,0.0,2011-01-04 14:50:00,0
88,42060.0,2011.0,1.0,4.0,15.0,50.0,5.14,999.0,2.1,16.387,-63.35,61.0,9.8,1014.4,NE,0.0,2011-01-04 15:50:00,0
89,42060.0,2011.0,1.0,4.0,16.0,50.0,5.24,999.0,2.4,16.387,-63.35,73.0,10.2,1013.6,E,0.0,2011-01-04 16:50:00,0
90,42060.0,2011.0,1.0,4.0,17.0,50.0,5.01,999.0,2.15,16.387,-63.35,74.0,10.2,1013.4,E,0.0,2011-01-04 17:50:00,0
91,42060.0,2011.0,1.0,4.0,18.0,50.0,4.99,999.0,2.15,16.387,-63.35,78.0,9.9,1012.8,E,0.0,2011-01-04 18:50:00,0
92,42060.0,2011.0,1.0,4.0,19.0,50.0,4.93,999.0,2.26,16.387,-63.35,67.0,11.2,1012.6,NE,0.0,2011-01-04 19:50:00,0
93,42060.0,2011.0,1.0,4.0,20.0,50.0,4.81,999.0,1.94,16.387,-63.35,72.0,10.3,1012.7,E,0.0,2011-01-04 20:50:00,0
94,42060.0,2011.0,1.0,4.0,21.0,50.0,4.85,999.0,2.04,16.387,-63.35,82.0,10.7,1012.8,E,0.0,2011-01-04 21:50:00,0
95,42060.0,2011.0,1.0,4.0,22.0,50.0,4.84,999.0,1.92,16.387,-63.35,82.0,11.3,1013.3,E,0.0,2011-01-04 22:50:00,0
96,42060.0,2011.0,1.0,4.0,23.0,50.0,4.73,999.0,2.08,16.387,-63.35,76.0,10.7,1013.9,E,0.0,2011-01-04 23:50:00,0
97,42060.0,2011.0,1.0,5.0,0.0,50.0,4.74,999.0,2.04,16.387,-63.35,76.0,10.8,1014.2,E,0.0,2011-01-05 00:50:00,0
98,42060.0,2011.0,1.0,5.0,1.0,50.0,4.76,999.0,2.05,16.387,-63.35,79.0,10.0,1014.6,E,0.0,2011-01-05 01:50:00,0
99,42060.0,2011.0,1.0,5.0,2.0,50.0,4.83,999.0,2.05,16.387,-63.35,76.0,9.2,1014.7,E,0.0,2011-01-05 02:50:00,0
100,42060.0,2011.0,1.0,5.0,3.0,50.0,4.77,999.0,1.97,16.387,-63.35,78.0,10.0,1014.3,E,0.0,2011-01-05 03:50:00,0
101,42060.0,2011.0,1.0,5.0,4.0,50.0,4.88,999.0,2.05,16.387,-63.35,71.0,9.7,1014.1,E,0.0,2011-01-05 04:50:00,0
102,42060.0,2011.0,1.0,5.0,5.0,50.0,4.88,999.0,2.19,16.387,-63.35,71.0,9.8,1013.7,E,0.0,2011-01-05 05:50:00,0
103,42060.0,2011.0,1.0,5.0,6.0,50.0,4.76,999.0,2.0,16.387,-63.35,74.0,9.4,1013.2,E,0.0,2011-01-05 06:50:00,0
104,42060.0,2011.0,1.0,5.0,7.0,50.0,4.54,999.0,1.94,16.387,-63.35,69.0,9.8,1013.1,NE,0.0,2011-01-05 07:50:00,0
105,42060.0,2011.0,1.0,5.0,8.0,50.0,5.38,999.0,9.0,16.387,-63.35,76.0,10.5,1013.1,E,0.0,2011-01-05 08:50:00,0
106,42060.0,2011.0,1.0,5.0,9.0,50.0,4.45,999.0,1.84,16.387,-63.35,99.0,10.4,1013.4,E,0.0,2011-01-05 09:50:00,0
107,42060.0,2011.0,1.0,5.0,10.0,50.0,9.0,999.0,9.0,16.387,-63.35,73.0,9.6,9999.0,E,0.0,2011-01-05 10:50:00,0
108,42060.0,2011.0,1.0,5.0,11.0,50.0,4.78,999.0,2.02,16.387,-63.35,78.0,9.3,1014.9,E,0.0,2011-01-05 11:50:00,0
109,42060.0,2011.0,1.0,5.0,12.0,50.0,4.73,999.0,2.1,16.387,-63.35,101.0,9.7,1015.7,E,0.0,2011-01-05 12:50:00,0
110,42060.0,2011.0,1.0,5.0,13.0,50.0,4.76,999.0,1.87,16.387,-63.35,87.0,7.7,1016.0,E,0.0,2011-01-05 13:50:00,0
111,42060.0,2011.0,1.0,5.0,14.0,50.0,4.85,999.0,1.8,16.387,-63.35,87.0,6.3,1015.9,E,0.0,2011-01-05 14:50:00,0
112,42060.0,2011.0,1.0,5.0,15.0,50.0,4.67,999.0,1.64,16.387,-63.35,80.0,8.4,1015.3,E,0.0,2011-01-05 15:50:00,0
113,42060.0,2011.0,1.0,5.0,16.0,50.0,4.85,999.0,1.72,16.387,-63.35,133.0,8.3,1014.9,SE,0.0,2011-01-05 16:50:00,0
114,42060.0,2011.0,1.0,5.0,17.0,50.0,4.79,999.0,1.74,16.387,-63.35,75.0,8.3,1013.9,E,0.0,2011-01-05 17:50:00,0
115,42060.0,2011.0,1.0,5.0,18.0,50.0,4.99,999.0,1.89,16.387,-63.35,88.0,6.9,1013.4,E,0.0,2011-01-05 18:50:00,0
116,42060.0,2011.0,1.0,5.0,19.0,50.0,4.67,999.0,1.71,16.387,-63.35,67.0,9.4,1013.1,NE,0.0,2011-01-05 19:50:00,0
117,42060.0,2011.0,1.0,5.0,20.0,50.0,4.64,999.0,1.71,16.387,-63.35,72.0,9.0,1013.1,E,0.0,2011-01-05 20:50:00,0
118,42060.0,2011.0,1.0,5.0,21.0,50.0,4.4,999.0,1.6,16.387,-63.35,73.0,8.7,1013.5,E,0.0,2011-01-05 21:50:00,0
119,42060.0,2011.0,1.0,5.0,22.0,50.0,4.6,999.0,1.74,16.387,-63.35,73.0,8.8,1013.7,E,0.0,2011-01-05 22:50:00,0
120,42060.0,2011.0,1.0,5.0,23.0,50.0,4.55,999.0,1.66,16.387,-63.35,70.0,8.9,1014.1,E,0.0,2011-01-05 23:50:00,0
121,42060.0,2011.0,1.0,6.0,0.0,50.0,4.33,999.0,1.64,16.387,-63.35,71.0,9.1,1014.6,E,0.0,2011-01-06 00:50:00,0
122,42060.0,2011.0,1.0,6.0,1.0,50.0,4.55,999.0,1.65,16.387,-63.35,70.0,8.1,1014.9,E,0.0,2011-01-06 01:50:00,0
123,42060.0,2011.0,1.0,6.0,2.0,50.0,4.56,999.0,1.77,16.387,-63.35,79.0,9.3,1014.6,E,0.0,2011-01-06 02:50:00,0
124,42060.0,2011.0,1.0,6.0,3.0,50.0,4.41,999.0,1.66,16.387,-63.35,69.0,8.9,1014.3,NE,0.0,2011-01-06 03:50:00,0
125,42060.0,2011.0,1.0,6.0,4.0,50.0,4.48,999.0,1.55,16.387,-63.35,68.0,8.2,1014.0,NE,0.0,2011-01-06 04:50:00,0
126,42060.0,2011.0,1.0,6.0,5.0,50.0,4.4,999.0,1.72,16.387,-63.35,76.0,9.1,1013.5,E,0.0,2011-01-06 05:50:00,0
127,42060.0,2011.0,1.0,6.0,6.0,50.0,4.6,999.0,1.72,16.387,-63.35,72.0,8.6,1013.1,E,0.0,2011-01-06 06:50:00,0
128,42060.0,2011.0,1.0,6.0,7.0,50.0,4.53,999.0,1.65,16.387,-63.35,71.0,8.8,1012.8,E,0.0,2011-01-06 07:50:00,0
129,42060.0,2011.0,1.0,6.0,8.0,50.0,4.52,999.0,1.69,16.387,-63.35,78.0,8.9,1012.9,E,0.0,2011-01-06 08:50:00,0
130,42060.0,2011.0,1.0,6.0,9.0,50.0,4.32,999.0,1.56,16.387,-63.35,78.0,8.4,1013.0,E,0.0,2011-01-06 09:50:00,0
131,42060.0,2011.0,1.0,6.0,10.0,50.0,4.5,999.0,1.61,16.387,-63.35,75.0,8.4,1013.3,E,0.0,2011-01-06 10:50:00,0
132,42060.0,2011.0,1.0,6.0,11.0,50.0,4.44,999.0,1.53,16.387,-63.35,79.0,7.8,1014.0,E,0.0,2011-01-06 11:50:00,0
133,42060.0,2011.0,1.0,6.0,12.0,50.0,4.47,999.0,1.5,16.387,-63.35,77.0,8.1,1014.8,E,0.0,2011-01-06 12:50:00,0
134,42060.0,2011.0,1.0,6.0,13.0,50.0,4.55,999.0,1.58,16.387,-63.35,80.0,7.5,1015.1,E,0.0,2011-01-06 13:50:00,0
135,42060.0,2011.0,1.0,6.0,14.0,50.0,4.34,999.0,1.39,16.387,-63.35,80.0,7.7,1014.9,E,0.0,2011-01-06 14:50:00,0
136,42060.0,2011.0,1.0,6.0,15.0,50.0,4.47,999.0,1.47,16.387,-63.35,78.0,7.4,1014.3,E,0.0,2011-01-06 15:50:00,0
137,42060.0,2011.0,1.0,6.0,16.0,50.0,4.44,999.0,1.42,16.387,-63.35,87.0,6.6,1013.6,E,0.0,2011-01-06 16:50:00,0
138,42060.0,2011.0,1.0,6.0,17.0,50.0,4.45,999.0,1.32,16.387,-63.35,82.0,6.1,1013.2,E,0.0,2011-01-06 17:50:00,0
139,42060.0,2011.0,1.0,6.0,18.0,50.0,4.57,999.0,1.44,16.387,-63.35,84.0,6.3,1012.7,E,0.0,2011-01-06 18:50:00,0
140,42060.0,2011.0,1.0,6.0,19.0,50.0,4.57,999.0,1.44,16.387,-63.35,92.0,6.1,1012.3,E,0.0,2011-01-06 19:50:00,0
141,42060.0,2011.0,1.0,6.0,20.0,50.0,4.56,999.0,1.32,16.387,-63.35,100.0,5.8,1012.3,E,0.0,2011-01-06 20:50:00,0
142,42060.0,2011.0,1.0,6.0,21.0,50.0,4.6,999.0,1.39,16.387,-63.35,94.0,6.1,1012.5,E,0.0,2011-01-06 21:50:00,0
143,42060.0,2011.0,1.0,6.0,22.0,50.0,4.5,999.0,1.26,16.387,-63.35,91.0,6.7,1012.7,E,0.0,2011-01-06 22:50:00,0
144,42060.0,2011.0,1.0,6.0,23.0,50.0,4.45,999.0,1.22,16.387,-63.35,90.0,6.2,1013.2,E,0.0,2011-01-06 23:50:00,0
145,42060.0,2011.0,1.0,7.0,0.0,50.0,4.54,999.0,1.24,16.387,-63.35,91.0,7.0,1013.8,E,0.0,2011-01-07 00:50:00,0
146,42060.0,2011.0,1.0,7.0,1.0,50.0,9.0,999.0,9.0,16.387,-63.35,91.0,7.4,1013.8,E,0.0,2011-01-07 01:50:00,0
147,42060.0,2011.0,1.0,7.0,2.0,50.0,4.53,999.0,1.31,16.387,-63.35,94.0,7.3,1013.5,E,0.0,2011-01-07 02:50:00,0
148,42060.0,2011.0,1.0,7.0,3.0,50.0,4.65,999.0,1.31,16.387,-63.35,87.0,6.9,1013.1,E,0.0,2011-01-07 03:50:00,0
149,42060.0,2011.0,1.0,7.0,4.0,50.0,4.59,999.0,1.31,16.387,-63.35,87.0,6.7,1012.8,E,0.0,2011-01-07 04:50:00,0
150,42060.0,2011.0,1.0,7.0,5.0,50.0,4.63,999.0,1.36,16.387,-63.35,99.0,7.1,1012.2,E,0.0,2011-01-07 05:50:00,0
151,42060.0,2011.0,1.0,7.0,6.0,50.0,4.73,999.0,1.38,16.387,-63.35,96.0,6.7,1011.6,E,0.0,2011-01-07 06:50:00,0
152,42060.0,2011.0,1.0,7.0,7.0,50.0,4.62,999.0,1.3,16.387,-63.35,96.0,6.5,1011.6,E,0.0,2011-01-07 07:50:00,0
153,42060.0,2011.0,1.0,7.0,8.0,50.0,4.62,999.0,1.33,16.387,-63.35,100.0,7.0,1011.6,E,0.0,2011-01-07 08:50:00,0
154,42060.0,2011.0,1.0,7.0,9.0,50.0,4.7,999.0,1.26,16.387,-63.35,101.0,6.6,1012.1,E,0.0,2011-01-07 09:50:00,0
155,42060.0,2011.0,1.0,7.0,10.0,50.0,4.61,999.0,1.29,16.387,-63.35,113.0,6.3,1012.7,E,0.0,2011-01-07 10:50:00,0
156,42060.0,2011.0,1.0,7.0,11.0,50.0,4.52,999.0,1.23,16.387,-63.35,111.0,6.5,1013.4,E,0.0,2011-01-07 11:50:00,0
157,42060.0,2011.0,1.0,7.0,12.0,50.0,4.61,999.0,1.12,16.387,-63.35,115.0,6.2,1014.2,SE,0.0,2011-01-07 12:50:00,0
158,42060.0,2011.0,1.0,7.0,13.0,50.0,4.4,999.0,1.09,16.387,-63.35,124.0,5.9,1014.4,SE,0.0,2011-01-07 13:50:00,0
159,42060.0,2011.0,1.0,7.0,14.0,50.0,4.53,999.0,1.06,16.387,-63.35,122.0,5.7,1014.2,SE,0.0,2011-01-07 14:50:00,0
160,42060.0,2011.0,1.0,7.0,15.0,50.0,4.57,999.0,1.12,16.387,-63.35,128.0,6.0,1013.6,SE,0.0,2011-01-07 15:50:00,0
161,42060.0,2011.0,1.0,7.0,16.0,50.0,4.41,999.0,1.11,16.387,-63.35,137.0,6.0,1012.8,SE,0.0,2011-01-07 16:50:00,0
162,42060.0,2011.0,1.0,7.0,17.0,50.0,4.51,999.0,1.1,16.387,-63.35,145.0,5.9,1012.0,SE,0.0,2011-01-07 17:50:00,0
163,42060.0,2011.0,1.0,7.0,18.0,50.0,4.51,999.0,1.04,16.387,-63.35,137.0,5.2,1011.6,SE,0.0,2011-01-07 18:50:00,0
164,42060.0,2011.0,1.0,7.0,19.0,50.0,4.69,999.0,1.11,16.387,-63.35,140.0,4.1,1011.7,SE,0.0,2011-01-07 19:50:00,0
165,42060.0,2011.0,1.0,7.0,20.0,50.0,4.48,999.0,1.06,16.387,-63.35,142.0,3.2,1012.0,SE,0.0,2011-01-07 20:50:00,0
